@RELATION codesnippets

@ATTRIBUTE indentation	NUMERIC
@ATTRIBUTE comments	NUMERIC
@ATTRIBUTE nondic		NUMERIC
@ATTRIBUTE keywords	NUMERIC
@ATTRIBUTE separator	NUMERIC
@ATTRIBUTE operator	NUMERIC
@ATTRIBUTE numofwords	NUMERIC
@ATTRIBUTE stopwords	NUMERIC
@ATTRIBUTE class	{text, code}

@DATA
0,0,0.063492063,0.031746032,0,0.002487562,63,0.412698413,text
3.127272727,3,0.382608696,0.22173913,0.12273086,0.024467245,230,0.039130435,code
0,0,0.015151515,0.045454545,0.002436054,0.001218027,132,0.424242424,text
3.944444444,6,0.153846154,0.282051282,0.082446809,0.021276596,78,0.153846154,code
0,0,0.053571429,0.026785714,0,0.002962963,112,0.482142857,text
4.52,2,0.292307692,0.253846154,0.08201581,0.013833992,130,0,code
0,0,0.065217391,0,0,0.003533569,46,0.5,text
6.186813187,1,0.149171271,0.337016575,0.078006501,0.033586132,181,0.011049724,code
0.005555556,0,0.014372163,0.032526475,0.003870968,0.001290323,1322,0.481845688,text
0.75,0,0.25,0.125,0.064102564,0,8,0.125,code
0,0,0.020134228,0.080536913,0.002457002,0.001228501,149,0.604026846,text
1.333333333,0,0.5,0.25,0.088235294,0.029411765,4,0,code
0.090909091,0,0.078125,0.015625,0,0.002754821,64,0.53125,text
3.111111111,0,0.322580645,0.032258065,0.038135593,0.046610169,31,0.129032258,code
0,0,0.019607843,0.176470588,0,0.003496503,51,0.411764706,text
1.333333333,0,0.235294118,0.058823529,0.071005917,0.023668639,17,0.235294118,code
0,0,0.033333333,0,0,0,30,0.466666667,text
3.111111111,0,0.363636364,0.045454545,0.050847458,0.039548023,22,0.045454545,code
0,0,0.042253521,0.070422535,0.002430134,0.001215067,142,0.514084507,text
0,0,0.5,0.25,0.115384615,0.038461538,4,0,code
0.1,0,0.079365079,0.079365079,0.010526316,0,63,0.53968254,text
1.714285714,0,0.307692308,0.153846154,0.072727273,0.018181818,13,0.153846154,code
0,0,0,0,0,0.006622517,23,0.52173913,text
1.714285714,0,0.181818182,0.090909091,0.063157895,0.015789474,22,0.090909091,code
0,0,0,0.2,0,0.033333333,5,0.4,text
2,0,0.4375,0.0625,0.052173913,0.034782609,16,0,code
0,0,0.019607843,0.078431373,0,0.007142857,51,0.549019608,text
2,0,0.222222222,0.111111111,0.069090909,0.021818182,27,0.111111111,code
0,0,0.008196721,0.057377049,0,0,122,0.491803279,text
0,0,0.333333333,0,0.1,0,3,0,code
0.142857143,0,0.054054054,0.054054054,0.009049774,0.004524887,37,0.513513514,text
1.885714286,0,0.285714286,0.174603175,0.06779661,0.023728814,63,0.095238095,code
0,0,0.01171875,0.03125,0.001264223,0.00505689,256,0.46875,text
0.666666667,0,0.090909091,0.636363636,0.044444444,0,11,0,code
0.029411765,0,0,0.051446945,5.76E-04,0,311,0.52733119,text
1.420289855,4,0.064285714,0.242857143,0.077731092,0.024159664,140,0.021428571,code
0,0,0.051724138,0.051724138,0,0,58,0.482758621,text
2.756756757,3,0.088607595,0.037974684,0.095524957,0.067125645,158,0,code
0,0,0,0.133333333,0,0.011764706,15,0.4,text
0,0,0,0,0.176470588,0.058823529,4,0,code
0,0,0,0.1,0,0.018518519,10,0.4,text
0,0,0,0,0.157894737,0.052631579,12,0,code
0.04,0,0.031413613,0.078534031,0,0.007142857,191,0.465968586,text
0,0,0.25,0,0.136363636,0,4,0,code
0,0,0.037037037,0.055555556,0.006097561,0.006097561,54,0.537037037,text
2.8,0,0.227272727,0.227272727,0.105820106,0.042328042,22,0,code
1,0,0.111111111,0.111111111,0,0.014285714,9,0.555555556,text
2.736842105,2,0.122807018,0.052631579,0.092088197,0.049286641,114,0,code
0,0,0,0.06,0,0.003311258,50,0.46,text
2.166666667,0,0,0.333333333,0.081395349,0.023255814,12,0,code
0,0,0,0.222222222,0,0.01754386,9,0.333333333,text
1.636363636,0,0.138888889,0.166666667,0.083333333,0.033333333,36,0,code
0.00952381,0,0.013398295,0.049939099,0.002067825,0.003515302,821,0.487210719,text
0.666666667,0,0,0.111111111,0.173076923,0.096153846,9,0,code
0.029411765,0,0,0.053763441,0.006006006,6.01E-04,279,0.548387097,text
4.742857143,0,0.207317073,0.256097561,0.095300261,0.037859008,82,0,code
0,0,0.023255814,0.069767442,0,0.003921569,43,0.488372093,text
3.482758621,0,0.270114943,0.316091954,0.065217391,0.03442029,174,0,code
0.055555556,0,0.063670412,0.048689139,0.001169591,0.003508772,267,0.393258427,text
0.05263157894736842,0.0,0.03278688524590164,0.09836065573770492,0.009900990099009901,0.0024752475247524753,61.0,0.4098360655737705,text
4.375,5.0,0.22916666666666666,0.375,0.01804123711340206,0.02577319587628866,48.0,0.20833333333333334,code
3.675675675675676,0.0,0.004545454545454545,0.19090909090909092,0.0,0.0,220.0,0.4590909090909091,text
4.583333333333333,2.0,0.0,0.21818181818181817,0.04042553191489362,0.02127659574468085,55.0,0.34545454545454546,code
0.0,0.0,0.0,0.11940298507462686,0.0,0.0,67.0,0.4925373134328358,text
1.3333333333333333,2.0,0.0,0.18181818181818182,0.059907834101382486,0.020737327188940093,55.0,0.38181818181818183,code
0.3333333333333333,0.0,0.012711864406779662,0.0847457627118644,0.0025657472738935213,0.003207184092366902,236.0,0.4322033898305085,text
0,0,0,0,0,0,0,0,text
0,0,0.5,0,0,0,16,0.125,text
0,0,0.039215686,0.058823529,0.009950249,0.004975124,51,0.254901961,text
0,0,1,0,0,0,8,0,text
0.111111111,0,0.064516129,0.048387097,0,0.009960159,62,0.419354839,text
0,0,1,0,0,0,2,0,text
0,0,0,0,0,0,0,0,text
0,0,1,0,0,0,4,0,text
0,0,0.06097561,0.030487805,0.003933137,0.002949853,164,0.475609756,text
0,0,1,0,0,0,4,0,text
0,0,0,0,0,0,0,0,text
0,5,0.769230769,0,0.034946237,0.059139785,26,0.038461538,text
0,0,0,0,0,0,0,0,text
0.5,0,0,0,0,0,6,0.166666667,text
0,0,0,0,0,0,0,0,text
0,0,1,0,0,0,8,0,text
0,0,0.4,0,0.076923077,0.134615385,5,0,text
0,0,1,0,0,0,8,0,text
0,0,0,0.052631579,0.012820513,0,19,0.368421053,text
0,0,1,0,0,0,8,0,text
0.421052632,0,0,0,0,0,2,0.5,text
0.03030303,0,0.007029877,0.065026362,0.00953317,0.004520885,1707,0.505565319,text
3.6875,0,0.28,0.44,0.086956522,0.010033445,25,0,code
0,0,0.055555556,0.111111111,0.008174387,0.002724796,54,0.462962963,text
2.038461538,2,0.068548387,0.05141129,0.021877205,0.008045166,992,0.370967742,text
